#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#GERMAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_norse;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_danish;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_swedish;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_norwegian;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_gothic;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_icelandic;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_norse;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_danish;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_swedish;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_norwegian;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_gothic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_icelandic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_danish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_swedish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_norwegian;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_gothic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_icelandic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_danish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_swedish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_norwegian;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_gothic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_icelandic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_danish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_swedish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_norwegian;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_gothic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_icelandic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_danish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_swedish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_norwegian;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_gothic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_icelandic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_danish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_swedish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_norwegian;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_gothic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_icelandic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_danish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_swedish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_norwegian;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_norse;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_gothic;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_icelandic;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_danish;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_swedish;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_norwegian;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_norse;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_gothic;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_icelandic;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_norse;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_danish;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_swedish;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_norwegian;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_danish;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_swedish;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_icelandic;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_gothic;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_norwegian;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_norse;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_danish;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_swedish;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_norwegian;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_icelandic;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_norse;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_gothic;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_swedish;Prins;Prins;Prins;;Prins;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_swedish;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_danish;Prins;Prins;Prins;;Prins;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_danish;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_norwegian;Prins;Prins;Prins;;Prins;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_norwegian;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_icelandic;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_gothic;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_swedish;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_danish;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_norwegian;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_norwegian;Fylki of;Fylki of;Fylki of;;Fylki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_icelandic;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_gothic;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_swedish;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_danish;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_norwegian;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_norse;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_icelandic;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_gothic;Konungríki ;Konungríki ;Konungríki ;;Konungríki ;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_swedish;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_danish;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_norwegian;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_norse;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_icelandic;Jarldom;Jarldom;Jarldom;;Jarldom;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_gothic;Jarldom;Jarldom;Jarldom;;Jarldom;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_swedish;Jarldom;Jarldom;Jarldom;;Jarldom;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_danish;Jarldom;Jarldom;Jarldom;;Jarldom;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_norwegian;Jarldom;Jarldom;Jarldom;;Jarldom;;;;;;;;;x;;;;;;;;;;;;;;;
county_norwegian;Fylki;Fylki;Fylki;;Fylki;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#RUSSIAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_russian;Boyarin;Boyarin;Boyarin;;Boyarin;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_russian;Boyarynya;Boyarynya;Boyarynya;;Boyarynya;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_russian;Boyarin;Boyarin;Boyarin;;Boyarin;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_russian;Boyarynya;Boyarynya;Boyarynya;;Boyarynya;;;;;;;;;x;;;;;;;;;;;;;;;
count_russian;Udelny Knyaz;Udelny Knyaz;Udelny Knyaz;;Udelny Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_russian;Udelnaya Knyaginya;Udelnaya Knyaginya;Udelnaya Knyaginya;;Udelnaya Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_russian;Udelny Knyaz;Udelny Knyaz;Udelny Knyaz;;Udelny Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
duke_russian;Knyaz;Knyaz;Knyaz;;Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_russian;Knyaz;Knyaz;Knyaz;;Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
