#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_weissensfels;Weissensfels;Weissensfels;Weissensfels;;Weissensfels;;;;;;;;;x
b_kupiskis;Kupiskis;Kupiskis;Kupiskis;;Kupiskis;;;;;;;;;x
b_wittstock;Wittstock;Wittstock;Wittstock;;Wittstock;;;;;;;;;x
b_perleberg;Perleberg;Perleberg;Perleberg;;Perleberg;;;;;;;;;x
b_drysa;Drysa;Drysa;Drysa;;Drysa;;;;;;;;;x
b_wolyn;Wolyn;Wolyn;Wolyn;;Wolyn;;;;;;;;;x
b_lopatyn;Lopatyn;Lopatyn;Lopatyn;;Lopatyn;;;;;;;;;x
b_naglyak;Nagylak;Nagylak;Nagylak;;Nagylak;;;;;;;;;x
b_torokkanizsa;Tórok Kanisza;Tórok Kanisza;Tórok Kanisza;;Tórok Kanisza;;;;;;;;;x
b_krasso;Krassó;Krassó;Krassó;;Krassó;;;;;;;;;x
b_orsova;Ursova;Ursova;Ursova;;Ursova;;;;;;;;;x
b_dognagska;Dognacska;Dognacska;Dognacska;;Dognacska;;;;;;;;;x
b_resicabanya;Resciabanya;Resciabanya;Resciabanya;;Resciabanya;;;;;;;;;x
b_ligneybarroias;Liegny;Liegny;Liegny;;Liegny;;;;;;;;;x
b_scaaarpone;Scarpone;Scarpone;Scarpone;;Scarpone;;;;;;;;;x
b_mirecourt;Mirecourt;Mirecourt;Mirecourt;;Mirecourt;;;;;;;;;x
b_rothenburg;Rothenburg;Rothenburg;Rothenburg;;Rothenburg;;;;;;;;;x
b_comburg;Comburg;Comburg;Comburg;;Comburg;;;;;;;;;x
b_staufer;Staufer;Staufer;Staufer;;Staufer;;;;;;;;;x
b_gebsattle;Gebsattle;Gebsattle;Gebsattle;;Gebsattle;;;;;;;;;x
b_dax;Dax;Dax;Dax;;Dax;;;;;;;;;x
b_weida;Weida;Weida;Weida;;Weida;;;;;;;;;x
b_voigtsberg;Voigtsberg;Voigtsberg;Voigtsberg;;Voigtsberg;;;;;;;;;x
b_ronneburg;Ronneberg;Ronneberg;Ronneberg;;Ronneberg;;;;;;;;;x
b_schoneck;Schöneck;Schöneck;Schöneck;;Schöneck;;;;;;;;;x
b_gera;Gera;Gera;Gera;;Gera;;;;;;;;;x
b_greiz;Greiz;Greiz;Greiz;;Greiz;;;;;;;;;x
b_fritzlar;Fritzlar;Fritzlar;Fritzlar;;Fritzlar;;;;;;;;;x
b_darmstadt;Darmstadt;Darmstadt;Darmstadt;;Darmstadt;;;;;;;;;x
b_wiesbaden;Wiesbaden;Wiesbaden;Wiesbaden;;Wiesbaden;;;;;;;;;x
b_lipporn;Lipporn;Lipporn;Lipporn;;Lipporn;;;;;;;;;x
b_sonnenberg;Sonnenberg;Sonnenberg;Sonnenberg;;Sonnenberg;;;;;;;;;x
b_biburc;Biburc;Biburc;Biburc;;Biburc;;;;;;;;;x
b_moskebach;Moskelbach;Moskelbach;Moskelbach;;Moskelbach;;;;;;;;;x
b_aschaffenburg;Aschaffenburg;Aschaffenburg;Aschaffenburg;;Aschaffenburg;;;;;;;;;x
b_birstein;Birstein;Birstein;Birstein;;Birstein;;;;;;;;;x
b_oestrich;Oestrich;Oestrich;Oestrich;;Oestrich;;;;;;;;;x
b_geisenheim;Geisenheim;Geisenheim;Geisenheim;;Geisenheim;;;;;;;;;x
b_rudesheim;Rüdesheim;Rüdesheim;Rüdesheim;;Rüdesheim;;;;;;;;;x
b_lorch;Lorch;Lorch;Lorch;;Lorch;;;;;;;;;x
b_laurenburg;Laurenbrug;Laurenbrug;Laurenbrug;;Laurenbrug;;;;;;;;;x
b_karlsburg;Karlsburg;Karlsburg;Karlsburg;;Karlsburg;;;;;;;;;x
b_dettlebach;Dettelbach;Dettelbach;Dettelbach;;Dettelbach;;;;;;;;;x
b_heunberg;Heunberg;Heunberg;Heunberg;;Heunberg;;;;;;;;;x
b_soune;Soune;Soune;Soune;;Soune;;;;;;;;;x
b_zweibrucken;Zweibrücken;Zweibrücken;Zweibrücken;;Zweibrücken;;;;;;;;;x
b_veldenz;Veldenz;Veldenz;Veldenz;;Veldenz;;;;;;;;;x
b_hornbach;Hornbach;Hornbach;Hornbach;;Hornbach;;;;;;;;;x
b_vittlich;Vittlich;Vittlich;Vittlich;;Vittlich;;;;;;;;;x
b_sclossveldenz;Scloss Veldenz;Scloss Veldenz;Scloss Veldenz;;Scloss Veldenz;;;;;;;;;x
b_sponheim;Sponheim;Sponheim;Sponheim;;Sponheim;;;;;;;;;x
b_alteburg;Alteburg;Alteburg;Alteburg;;Alteburg;;;;;;;;;x
b_rheinfels;Rheinfels;Rheinfels;Rheinfels;;Rheinfels;;;;;;;;;x
b_starkenburg;Starkenburg;Starkenburg;Starkenburg;;Starkenburg;;;;;;;;;x
b_enkirch;Enkirch;Enkirch;Enkirch;;Enkirch;;;;;;;;;x
b_kreuznach;Kreuznach;Kreuznach;Kreuznach;;Kreuznach;;;;;;;;;x
b_grevenburg;Grevenburg;Grevenburg;Grevenburg;;Grevenburg;;;;;;;;;x
b_westerberg;Westerberg;Westerberg;Westerberg;;Westerberg;;;;;;;;;x
b_lich;Lich;Lich;Lich;;Lich;;;;;;;;;x
b_solms;Solms;Solms;Solms;;Solms;;;;;;;;;x
b_braunfels;Braunfels;Braunfels;Braunfels;;Braunfels;;;;;;;;;x
b_katz;Katz;Katz;Katz;;Katz;;;;;;;;;x
b_marksburg;Marksburg;Marksburg;Marksburg;;Marksburg;;;;;;;;;x
b_eberbach;Erbach;Erbach;Erbach;;Erbach;;;;;;;;;x
b_rolandseck;Rolandseck;Rolandseck;Rolandseck;;Rolandseck;;;;;;;;;x
b_godesburg;Godesburg;Godesburg;Godesburg;;Godesburg;;;;;;;;;x
b_wolkenburg;Wolkenburg;Wolkenburg;Wolkenburg;;Wolkenburg;;;;;;;;;x
b_drachenfels;Drachenfels;Drachenfels;Drachenfels;;Drachenfels;;;;;;;;;x
b_konigswinter;Königs Winter;Königs Winter;Königs Winter;;Königs Winter;;;;;;;;;x
b_schwanenburg;Schwanenburg;Schwanenburg;Schwanenburg;;Schwanenburg;;;;;;;;;x
b_altena;Altena;Altena;Altena;;Altena;;;;;;;;;x
b_hamm;Hamm;Hamm;Hamm;;Hamm;;;;;;;;;x
b_gevelsberg;Gevelsberg;Gevelsberg;Gevelsberg;;Gevelsberg;;;;;;;;;x
b_nienbrugge;Nienbrügge;Nienbrügge;Nienbrügge;;Nienbrügge;;;;;;;;;x
b_hovel;Hövel;Hövel;Hövel;;Hövel;;;;;;;;;x
b_vielsalm;Vielsalm;Vielsalm;Vielsalm;;Vielsalm;;;;;;;;;x
b_neukirchen;Neukirchen;Neukirchen;Neukirchen;;Neukirchen;;;;;;;;;x
b_hohnburg;Hohenburg;Hohenburg;Hohenburg;;Hohenburg;;;;;;;;;x
b_homburg;Homburg;Homburg;Homburg;;Homburg;;;;;;;;;x
b_lezhe;Lezhe;Lezhe;Lezhe;;Lezhe;;;;;;;;;x
b_alessio;Alessio;Alessio;Alessio;;Alessio;;;;;;;;;x
b_berat;Berat;Berat;Berat;;Berat;;;;;;;;;x
b_petrela;Petrela;Petrela;Petrela;;Petrela;;;;;;;;;x
b_devol;Devol;Devol;Devol;;Devol;;;;;;;;;x
b_rubik;Rubik;Rubik;Rubik;;Rubik;;;;;;;;;x
b_kanina;Kanina;Kanina;Kanina;;Kanina;;;;;;;;;x
b_vuno;Vuno;Vuno;Vuno;;Vuno;;;;;;;;;x
b_sopot;Sopot;Sopot;Sopot;;Sopot;;;;;;;;;x
b_himara;Himara;Himara;Himara;;Himara;;;;;;;;;x
b_strymon;Strymon;Strymon;Strymon;;Strymon;;;;;;;;;x
b_maroneia;Maroneia;Maroneia;Maroneia;;Maroneia;;;;;;;;;x
b_amfipolis;Amfipolis;Amfipolis;Amfipolis;;Amfipolis;;;;;;;;;x
b_angelokastro;Angelokastro;Angelokastro;Angelokastro;;Angelokastro;;;;;;;;;x
b_tbhes;Thebes;Thebes;Thebes;;Thebes;;;;;;;;;x
b_lipljan;Lipljan;Lipljan;Lipljan;;Lipljan;;;;;;;;;x
b_svetispas;Svetispas;Svetispas;Svetispas;;Svetispas;;;;;;;;;x
b_pristina;Pristina;Pristina;Pristina;;Pristina;;;;;;;;;x
b_novobrdo;Novobrdo;Novobrdo;Novobrdo;;Novobrdo;;;;;;;;;x
b_nerodimlje;Nerodimlje;Nerodimlje;Nerodimlje;;Nerodimlje;;;;;;;;;x
b_pinneberg;Pinneberg;Pinneberg;Pinneberg;;Pinneberg;;;;;;;;;x
b_wilster;Wilster;Wilster;Wilster;;Wilster;;;;;;;;;x
b_steinburg;Steinburg;Steinburg;Steinburg;;Steinburg;;;;;;;;;x
b_neumunster;Wippendorf;Wippendorf;Wippendorf;;Wippendorf;;;;;;;;;x
b_glucksburg;Glücksburg;Glücksburg;Glücksburg;;Glücksburg;;;;;;;;;x
b_lauenburg;Lauenburg;Lauenburg;Lauenburg;;Lauenburg;;;;;;;;;x
b_burtscheid;Burtscheid;Burtscheid;Burtscheid;;Burtscheid;;;;;;;;;x
b_ham;Ham;Ham;Ham;;Ham;;;;;;;;;x
b_vianden;Vianden;Vianden;Vianden;;Vianden;;;;;;;;;x
b_montfort_gelre;Montfort;Montfort;Montfort;;Montfort;;;;;;;;;x
b_gendt;Gendt;Gendt;Gendt;;Gendt;;;;;;;;;x
b_zaltbommel;Zaltbommel;Zaltbommel;Zaltbommel;;Zaltbommel;;;;;;;;;x
b_straelen;Straelen;Straelen;Straelen;;Straelen;;;;;;;;;x
b_elburg;Elburg;Elburg;Elburg;;Elburg;;;;;;;;;x
b_harderwijk;Harderwijk;Harderwijk;Harderwijk;;Harderwijk;;;;;;;;;x
b_hattem;Hattem;Hattem;Hattem;;Hattem;;;;;;;;;x
b_wageningen;Wageningen;Wageningen;Wageningen;;Wageningen;;;;;;;;;x
b_nideggen;Nideggen;Nideggen;Nideggen;;Nideggen;;;;;;;;;x
b_schleiden;Schleiden;Schleiden;Schleiden;;Schleiden;;;;;;;;;x
b_kronenburg;Kronenburg;Kronenburg;Kronenburg;;Kronenburg;;;;;;;;;x
b_zulpich;Zülpich;Zülpich;Zülpich;;Zülpich;;;;;;;;;x
b_aldenhoven;Aldenhoven;Aldenhoven;Aldenhoven;;Aldenhoven;;;;;;;;;x
b_arleux;Arleux;Arleux;Arleux;;Arleux;;;;;;;;;x
b_saintspouplet;Saint-Souplet;Saint-Souplet;Saint-Souplet;;Saint-Souplet;;;;;;;;;x
b_crevecoeursurlescaut;Crévecour;Crévecour;Crévecour;;Crévecour;;;;;;;;;x
b_esnes;Esens;Esens;Esens;;Esens;;;;;;;;;x
b_dachin;D'Achin;D'Achin;D'Achin;;D'Achin;;;;;;;;;x
b_lecateau;Cateau;Cateau;Cateau;;Cateau;;;;;;;;;x
b_cihmay;Chimay;Chimay;Chimay;;Chimay;;;;;;;;;x
b_maubeuge;Maubeuge;Maubeuge;Maubeuge;;Maubeuge;;;;;;;;;x
b_beaumonte;Beumont;Beumont;Beumont;;Beumont;;;;;;;;;x
b_hallen;Halle;Halle;Halle;;Halle;;;;;;;;;x
b_soignies;Soignies;Soignies;Soignies;;Soignies;;;;;;;;;x
b_lessines;Lessines;Lessines;Lessines;;Lessines;;;;;;;;;x
b_schlossburg;Schlossburg;Schlossburg;Schlossburg;;Schlossburg;;;;;;;;;x
b_coudeberg;Coudeberg;Coudeberg;Coudeberg;;Coudeberg;;;;;;;;;x
b_nivelles;Nivelles;Nivelles;Nivelles;;Nivelles;;;;;;;;;x
b_vilvoodre;Vilvoodre;Vilvoodre;Vilvoodre;;Vilvoodre;;;;;;;;;x
b_overijse;Overijse;Overijse;Overijse;;Overijse;;;;;;;;;x
b_tervuren;Tervuren;Tervuren;Tervuren;;Tervuren;;;;;;;;;x
b_affligem;Affligem;Affligem;Affligem;;Affligem;;;;;;;;;x
b_chatelet;Chatelet;Chatelet;Chatelet;;Chatelet;;;;;;;;;x
b_tienen;Tienen;Tienen;Tienen;;Tienen;;;;;;;;;x
b_horstcastle;Horst;Horst;Horst;;Horst;;;;;;;;;x
b_diestcity;Diest;Diest;Diest;;Diest;;;;;;;;;x
b_bonletz;Bonletz;Bonletz;Bonletz;;Bonletz;;;;;;;;;x
b_dongleberg ;Dongleberg;Dongleberg;Dongleberg;;Dongleberg;;;;;;;;;x
b_gembloux;Gembloux;Gembloux;Gembloux;;Gembloux;;;;;;;;;x
b_beersel;Beersel;Beersel;Beersel;;Beersel;;;;;;;;;x
b_gassbeck;Gassbeck;Gassbeck;Gassbeck;;Gassbeck;;;;;;;;;x
b_bouchout;Bouchout;Bouchout;Bouchout;;Bouchout;;;;;;;;;x
b_nedelaar;Nedelaar;Nedelaar;Nedelaar;;Nedelaar;;;;;;;;;x
b_blomberg;Blomberg;Blomberg;Blomberg;;Blomberg;;;;;;;;;x
b_stenberg;Stenberg;Stenberg;Stenberg;;Stenberg;;;;;;;;;x
b_wevelsburg;Wevelsburg;Wevelsburg;Wevelsburg;;Wevelsburg;;;;;;;;;x
b_schauenburg;Schauenburg;Schauenburg;Schauenburg;;Schauenburg;;;;;;;;;x
b_rinteln;Rinteln;Rinteln;Rinteln;;Rinteln;;;;;;;;;x
b_querheim;Querheim;Querheim;Querheim;;Querheim;;;;;;;;;x
b_oberkirchsaxony;Oberkirchsaxony;Oberkirchsaxony;Oberkirchsaxony;;Oberkirchsaxony;;;;;;;;;x
b_buckeburg;Buckeburg;Buckeburg;Buckeburg;;Buckeburg;;;;;;;;;x
b_grevenmarcher;Grevenmacher;Grevenmacher;Grevenmacher;;Grevenmacher;;;;;;;;;x
b_rixingen;Rixingen;Rixingen;Rixingen;;Rixingen;;;;;;;;;x
b_remilly;Rémilly;Rémilly;Rémilly;;Rémilly;;;;;;;;;x
b_ramersvillers;Ramersvillers;Ramersvillers;Ramersvillers;;Ramersvillers;;;;;;;;;x
b_baccarat;Baccarat;Baccarat;Baccarat;;Baccarat;;;;;;;;;x
b_hingsingen;Hingsingen;Hingsingen;Hingsingen;;Hingsingen;;;;;;;;;x
b_orchimont;Orchimont;Orchimont;Orchimont;;Orchimont;;;;;;;;;x
b_wilzenn;Wiltz;Wiltz;Wiltz;;Wiltz;;;;;;;;;x
b_joinville;Joinville;Joinville;Joinville;;Joinville;;;;;;;;;x
b_blamont;Blámont;Blámont;Blámont;;Blámont;;;;;;;;;x
b_pontamousson;Pont-á-Mousson;Pont-á-Mousson;Pont-á-Mousson;;Pont-á-Mousson;;;;;;;;;x
b_commercy;Commercy;Commercy;Commercy;;Commercy;;;;;;;;;x
b_useldange;Useldange;Useldange;Useldange;;Useldange;;;;;;;;;x
b_septfontaines;Septfontaines;Septfontaines;Septfontaines;;Septfontaines;;;;;;;;;x
b_ansembourg;Ansembourg;Ansembourg;Ansembourg;;Ansembourg;;;;;;;;;x
b_bradenbourg;Bradenbourg;Bradenbourg;Bradenbourg;;Bradenbourg;;;;;;;;;x
b_bourscheid;Bourscheid;Bourscheid;Bourscheid;;Bourscheid;;;;;;;;;x
b_beauforten;Beaufort;Beaufort;Beaufort;;Beaufort;;;;;;;;;x
b_durbuy;Durbuy;Durbuy;Durbuy;;Durbuy;;;;;;;;;x
########################################;;;;;;;;;;;;;;
#Swabia;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
b_solothurn;Solothurn;Solothurn;Solothurn;;Solothurn;;;;;;;;;x
b_burgdorf;Burgdorf;Burgdorf;Burgdorf;;Burgdorf;;;;;;;;;x
b_murten;Murten;Murten;Murten;;Murten;;;;;;;;;x
b_herzogenbuchsee;Herzogenbuchsee;Herzogenbuchsee;Herzogenbuchsee;;Herzogenbuchsee;;;;;;;;;x
b_altrapperswill;Alt-Rapperswill;Alt-Rapperswill;Alt-Rapperswill;;Alt-Rapperswill;;;;;;;;;x
b_brugg;Brugg;Brugg;Brugg;;Brugg;;;;;;;;;x
b_muri;Muri;Muri;Muri;;Muri;;;;;;;;;x
b_einsideln;Einsiedeln;Einsiedeln;Einsiedeln;;Einsiedeln;;;;;;;;;x
b_alttogenburg;Alt-Toggenburg;Alt-Toggenburg;Alt-Toggenburg;;Alt-Toggenburg;;;;;;;;;x
b_winterthur;Winterthur;Winterthur;Winterthur;;Winterthur;;;;;;;;;x
b_badenschweiz;Baden;Baden;Baden;;Baden;;;;;;;;;x
b_schanis;Schänis;Schänis;Schänis;;Schänis;;;;;;;;;x
b_eberstein;Eberstein;Eberstein;Eberstein;;Eberstein;;;;;;;;;x
b_gernsbach;Gernsbach;Gernsbach;Gernsbach;;Gernsbach;;;;;;;;;x
b_backnang;Backnang;Backnang;Backnang;;Backnang;;;;;;;;;x
b_besigheim;Besigheim;Besigheim;Besigheim;;Besigheim;;;;;;;;;x
b_hodenhagen;Hodenhagen;Hodenhagen;Hodenhagen;;Hodenhagen;;;;;;;;;x
b_wirtenberg;Wirtenberg;Wirtenberg;Wirtenberg;;Wirtenberg;;;;;;;;;x
b_hohenasperg;Hohenasperg;Hohenasperg;Hohenasperg;;Hohenasperg;;;;;;;;;x
b_herrenberg;Herrenberg;Herrenberg;Herrenberg;;Herrenberg;;;;;;;;;x
b_kirchheim;Kirchheim;Kirchheim;Kirchheim;;Kirchheim;;;;;;;;;x
b_nurtingen;Nürtingen;Nürtingen;Nürtingen;;Nürtingen;;;;;;;;;x
b_rottenburg;Rottenburg;Rottenburg;Rottenburg;;Rottenburg;;;;;;;;;x
b_goppingen;Göppingen;Göppingen;Göppingen;;Göppingen;;;;;;;;;x
b_hohenstauffen;Hohenstauffen;Hohenstauffen;Hohenstauffen;;Hohenstauffen;;;;;;;;;x
b_katzenstein;Katzenstein;Katzenstein;Katzenstein;;Katzenstein;;;;;;;;;x
b_schattenburg;Schattenburg;Schattenburg;Schattenburg;;Schattenburg;;;;;;;;;x
b_langaren;Langaren;Langaren;Langaren;;Langaren;;;;;;;;;x
b_helfenstein;Helfenstein;Helfenstein;Helfenstein;;Helfenstein;;;;;;;;;x
b_heidenheim;Heidenheim;Heidenheim;Heidenheim;;Heidenheim;;;;;;;;;x
b_blaubeuren;Blaubeuren;Blaubeuren;Blaubeuren;;Blaubeuren;;;;;;;;;x
b_sig;Sig;Sig;Sig;;Sig;;;;;;;;;x
b_weisensteig;Weisensteig;Weisensteig;Weisensteig;;Weisensteig;;;;;;;;;x
b_pappenheim;Pappenheim;Pappenheim;Pappenheim;;Pappenheim;;;;;;;;;x
b_oettingen;Öettingen;Öettingen;Öettingen;;Öettingen;;;;;;;;;x
b_wallerstein;Wallerstein;Wallerstein;Wallerstein;;Wallerstein;;;;;;;;;x
b_baldern;Baldern;Baldern;Baldern;;Baldern;;;;;;;;;x
b_spielberg;Spielberg;Spielberg;Spielberg;;Spielberg;;;;;;;;;x
b_weikersheim;Weikersheim;Weikersheim;Weikersheim;;Weikersheim;;;;;;;;;x
b_mockmuhl;Mockmühl;Mockmühl;Mockmühl;;Mockmühl;;;;;;;;;x
b_neustein;Neustein;Neustein;Neustein;;Neustein;;;;;;;;;x
b_waldenburg;Waldenburg;Waldenburg;Waldenburg;;Waldenburg;;;;;;;;;x
b_hochlach;Hochlach;Hochlach;Hochlach;;Hochlach;;;;;;;;;x
b_hechingen;Hechingen;Hechingen;Hechingen;;Hechingen;;;;;;;;;x
b_schalksburg;Schalksburg;Schalksburg;Schalksburg;;Schalksburg;;;;;;;;;x
b_stetten;Stetten;Stetten;Stetten;;Stetten;;;;;;;;;x
b_balingen;Balingen;Balingen;Balingen;;Balingen;;;;;;;;;x
b_tettang;Tettang;Tettang;Tettang;;Tettang;;;;;;;;;x
########################################;;;;;;;;;;;;;;
#Bavaira;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
b_plassenburg;Plassenburg;Plassenburg;Plassenburg;;Plassenburg;;;;;;;;;x
b_bayreuth;Bayreuth;Bayreuth;Bayreuth;;Bayreuth;;;;;;;;;x
b_wunsiedel;Wunsiedel;Wunsiedel;Wunsiedel;;Wunsiedel;;;;;;;;;x
b_guttenberg;Guttenberg;Guttenberg;Guttenberg;;Guttenberg;;;;;;;;;x
b_hof;Hof;Hof;Hof;;Hof;;;;;;;;;x
b_kirchenlamitz;Kirchenlamitz;Kirchenlamitz;Kirchenlamitz;;Kirchenlamitz;;;;;;;;;x
b_heilingenstadt;Heilingenstadt;Heilingenstadt;Heilingenstadt;;Heilingenstadt;;;;;;;;;x
b_baiersdorf;Baiersdorf;Baiersdorf;Baiersdorf;;Baiersdorf;;;;;;;;;x
b_pottenstein;Pottenstein;Pottenstein;Pottenstein;;Pottenstein;;;;;;;;;x
b_leuchenberg;Leuchenberg;Leuchenberg;Leuchenberg;;Leuchenberg;;;;;;;;;x
b_hals;Hals;Hals;Hals;;Hals;;;;;;;;;x
b_grafenwohr;Grafenwöhr;Grafenwöhr;Grafenwöhr;;Grafenwöhr;;;;;;;;;x
b_pleystein;Pleystein;Pleystein;Pleystein;;Pleystein;;;;;;;;;x
b_reichenstein;Reichenstein;Reichenstein;Reichenstein;;Reichenstein;;;;;;;;;x
b_nurnbergerburg;Nürnbergerburg;Nürnbergerburg;Nürnbergerburg;;Nürnbergerburg;;;;;;;;;x
########################################;;;;;;;;;;;;;;
#Burgundy;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
b_montfaucon;Montfaucon;Montfaucon;Montfaucon;;Montfaucon;;;;;;;;;x
b_hericourtm;Héricourt;Héricourt;Héricourt;;Héricourt;;;;;;;;;x
b_chatelotm;Châtelot;Châtelot;Châtelot;;Châtelot;;;;;;;;;x
b_sainmaurice;Saint-maurice;Saint-maurice;Saint-maurice;;Saint-maurice;;;;;;;;;x
b_montecheroux;Montécheroux ;Montécheroux ;Montécheroux ;;Montécheroux ;;;;;;;;;x
b_clemontm;Clémont;Clémont;Clémont;;Clémont;;;;;;;;;x
b_montmelian;Montmélian;Montmélian;Montmélian;;Montmélian;;;;;;;;;x
b_moutiers;Moutiers;Moutiers;Moutiers;;Moutiers;;;;;;;;;x
b_ciamberi;Ciamberì;Ciamberì;Ciamberì;;Ciamberì;;;;;;;;;x
b_conflans;Conflans;Conflans;Conflans;;Conflans;;;;;;;;;x
b_modane;Modane;Modane;Modane;;Modane;;;;;;;;;x
b_pignerol;Pignerol;Pignerol;Pignerol;;Pignerol;;;;;;;;;x
b_bussoleno;Bussoleno;Bussoleno;Bussoleno;;Bussoleno;;;;;;;;;x
b_aixlesbains;Aix-les-Bains;Aix-les-Bains;Aix-les-Bains;;Aix-les-Bains;;;;;;;;;x
b_ferrero;Ferrero;Ferrero;Ferrero;;Ferrero;;;;;;;;;x
b_auriate;Auriate;Auriate;Auriate;;Auriate;;;;;;;;;x
b_bellegarde;Bellegarde;Bellegarde;Bellegarde;;Bellegarde;;;;;;;;;x
b_brou;Brou;Brou;Brou;;Brou;;;;;;;;;x
b_belley;Belley;Belley;Belley;;Belley;;;;;;;;;x
b_nantua;Nantua;Nantua;Nantua;;Nantua;;;;;;;;;x
b_oyonnax;Oyonnax;Oyonnax;Oyonnax;;Oyonnax;;;;;;;;;x
b_amberieu;Ambérieu;Ambérieu;Ambérieu;;Ambérieu;;;;;;;;;x
b_aigle;Aigle;Aigle;Aigle;;Aigle;;;;;;;;;x
b_thonon;Thonon;Thonon;Thonon;;Thonon;;;;;;;;;x
b_stmaurice;Saint Maurîce;Saint Maurîce;Saint Maurîce;;Saint Maurîce;;;;;;;;;"x			"
b_monthey;Monthey;Monthey;Monthey;;Monthey;;;;;;;;;x
b_martigny;Martigny;Martigny;Martigny;;Martigny;;;;;;;;;x
b_chateaudoex;Château d'Oëx;Château d'Oëx;Château d'Oëx;;Château d'Oëx;;;;;;;;;x
b_dole;Dôle;Dôle;Dôle;;Dôle;;;;;;;;;x
b_gray;Gray;Gray;Gray;;Gray;;;;;;;;;x
b_auxonne;Auxonne;Auxonne;Auxonne;;Auxonne;;;;;;;;;x
b_lure;Lure;Lure;Lure;;Lure;;;;;;;;;x
b_luxeuil;Luxeuil;Luxeuil;Luxeuil;;Luxeuil;;;;;;;;;x
