#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BURGRAVE_OF;Burggrafschaft;Burggrafschaft;Burggrafschaft;;Burggrafschaft;;;;;;;;;x
CPALATIN;Comte Palatin;Comte Palatin;Comte Palatin;;Comte Palatin;;;;;;;;;x
CEPALATIN;Comtesse Palatin;Comtesse Palatin;Comtesse Palatin;;Comtesse Palatin;;;;;;;;;x
CPALATIN_FOA;your right honourableness;your right honourableness;your right honourableness;;your right honourableness;;;;;;;;;x
CPALATIN_OF;Palatinat de;Palatinat de;Palatinat de;;Palatinat de;;;;;;;;;x
GIUDICATO;Giudice;Giudice;Giudice;;Giudice;;;;;;;;;x
GIUDICATO_FOA;your highness;your highness;your highness;;your highness;;;;;;;;;x
GIUDICATO_OF;Giudice of;Giudice of;Giudice of;;Giudice of;;;;;;;;;x
MARQUISATE;Marchese;Marchese;Marchese;;Marchese;;;;;;;;;x
MARCHESA;Marchesa;Marchesa;Marchesa;;Marchesa;;;;;;;;;x
MARQUISATE_FOA;your highness;your highness;your highness;;your highness;;;;;;;;;x
MARQUISATE_OF;Marchesato of;Marchesato of;Marchesato of;;Marchesato of;;;;;;;;;x
MARGRAVE;Markgraf;Marquis;Margrave;;Margrave;;;;;;;;;x
MARGRAVINE;Markgräfin;Markgräfin;Markgräfin;;Markgräfin;;;;;;;;;x
MARGRAVE_FOA;your most honourableness;your most honourableness;your most honourableness;;your most honourableness;;;;;;;;;x
MARGRAVE_OF;Markgrafschaft;Markgrafschaft;Markgrafschaft;;Markgrafschaft;;;;;;;;;x
LANDGRAVE;Landgraf;Landgraf;Landgraf;;Landgraf;;;;;;;;;x
LANDGRAVINE;Landgräfin;Landgräfin;Landgräfin;;Landgräfin;;;;;;;;;x
LANDGRAVE_OF;Landgrafschaft;Landgrafschaft;Landgrafschaft;;Landgrafschaft;;;;;;;;;x
LANDGRAVE_FOA;your grace;your grace;your grace;;your grace;;;;;;;;;x
HANSE;Hochmeister;Hochmeister;Hochmeister;;Hochmeister;;;;;;;;;x
HANSE_female;Hochmeisterin;Hochmeisterin;Hochmeisterin;;Hochmeisterin;;;;;;;;;x
HANSE_title_ruler_consort_female;Our Lady;Our Lady;Our Lady;;Our Lady;;;;;;;;;x
HANSE_FOA;Your Grace;Votre GrãÄe;Euer Gnaden;;Su Gracia;;;;;;;;;x
HANSE_OF;Hochmeister of;Hochmeister of;Hochmeister of;;Hochmeister of;;;;;;;;;x
Grand_duke;Grand Duke;Grand Duke;Grand Duke;;Grand Duke;;;;;;;;;x
Grand_duke_foa;Grand Duke;Grand Duke;Grand Duke;;Grand Duke;;;;;;;;;x
Grand_duchy_of;Grand Duchy of;Grand Duchy of;Grand Duchy of;;Grand Duchy of;;;;;;;;;x
title_female_child;Her Highness;Her Highness;Her Highness;;Her Highness;;;;;;;;;x
title_male_child;His Highness;His Highness;His Highness;;His Highness;;;;;;;;;x
LANDGRAAFSCHAP;Landgraaf;Landgraaf;Landgraaf;;Landgraaf;;;;;;;;;x
LANDGRAAFSCHAP_FOA;your highness;your highness;your highness;;your highness;;;;;;;;;x
LANDGRAAFSCHAP_OF;Landgraafschap;Landgraafschap;Landgraafschap;;Landgraafschap;;;;;;;;;x
VICOMTE;Vicomte;Vicomte;Vicomte;;Vicomte;;;;;;;;;x
VICOMTE_OF;Vicomté de;Vicomté de;Vicomté de;;Vicomté de;;;;;;;;;x
VICOMTE_FOA;Monseigneur;Monseigneur;Monseigneur;;Monseigneur;;;;;;;;;x
VICOMTESSE;Vicomtesse;Vicomtesse;Vicomtesse;;Vicomtesse;;;;;;;;;x
VICOMTE_title_ruler_consort;Vicomte;Vicomte;Vicomte;;Vicomte;;;;;;;;;x
VICOMTE_title_ruler_consort_female;Vicomtesse;Vicomtesse;Vicomtesse;;Vicomtesse;;;;;;;;;x
city_baron_occitan;Consul;Consul;Consul;;Consul;;;;;;;;;x
CAPITOUL;Capitoul;Capitoul;Capitoul;;Capitoul;;;;;;;;;x
CAPITOUL_FOA;Your Honor;Votre Honneur;Your Honor;;Your Honor;;;;;;;;;x
MAGCONF;Magistrat;Magistrat;Magistrat;;Magistrat;;;;;;;;;x
MAGCONF_OF;Confédération;Confédération;Confédération;;Confédération;;;;;;;;;x
VOIEVODAT;Voievod;Voievod;Voievod;;Voievod;;;;;;;;;x
VOIEVODAT_FOA;your highness;your highness;your highness;;your highness;;;;;;;;;x
VOIEVODAT_OF;Voievodat of;Voievodat of;Voievodat of;;Voievodat of;;;;;;;;;x
JUND_OF;Jund of;Jund of;Jund of;;Jund of;;;;;;;;;x
PRINCE;Prince;Prince;Prince;;Prince;;;;;;;;;x
PRINCE_female;Princesse;Princesse;Princesse;;Princesse;;;;;;;;;x
Oasis_OF;Oasis of;Oasis de;Oasis von;;Oasis de;;;;;;;;;x
title_rector_of_burgundy;Rektor von Burgund;Rektor von Burgund;Rektor von Burgund;;Rektor von Burgund;;;;;;;;;x
title_rector_of_burgundy_FOA;your serene highness;your serene highness;your serene highness;;your serene highness;;;;;;;;;x
